1 0 338000 


2 .2 54371.2 
2 1.2 288579 


4 .4 27827.6 
4 1.4 28266.2 
4 2.4 148916 
4 3.4 150114 


8 .6 69.087 
8 1.6 166.384 
8 2.6 28233.4 
8 3.6 28290.3 
8 4.6 103112 
8 5.6 104250 
8 6.6 48538.8 
8 7.6 48615.6 


16 .8 1.604 
16 1.8 71.984 
16 2.8 173.294 
16 3.8 1.607 
16 4.8 3.388 
16 5.8 28398 
16 6.8 28520.9 
16 7.8 3.498 
16 8.8 6200.43 
16 9.8 97531.6 
16 10.8 97603.1 
16 11.8 6157.76 
16 12.8 6.285 
16 13.8 48746 
16 14.8 48840.9 
16 15.8 5.054 


